Date,Headline,Sentence
"AUGUST 21, 2019",Apple plans to tap China's BOE Technology for advanced iPhone screens: Nikkei,"Apple Inc <AAPL.O> is in the final stages of certifying advanced screens from Chinese display maker BOE Technology Group Co Ltd <000725.SZ> for its iPhones, as it attempts to reduce reliance on Samsung Electronics, the Nikkei reported on Wednesday."
"AUGUST 20, 2019",Goldman CEO memo calls Apple Card 'a beginning' on launch day,"Goldman Sachs Group Inc <GS.N> officially became a credit-card lender on Tuesday by rolling out its first product with Apple Inc <AAPL.O>, but the bank has aspirations to grow much bigger in consumer lending, its chief executive said in an internal memo viewed by Reuters."
"AUGUST 20, 2019","On Apple Card launch day, Goldman CEO says card is ""a beginning"" -memo","Goldman Sachs Group Inc officially became a credit-card lender on Tuesday by rolling out its first product with Apple Inc, but the bank has aspirations to grow much bigger in consumer lending, its chief executive said in an internal memo viewed by Reuters."
"AUGUST 20, 2019","Nikkei gains as trade tensions ease; Apple suppliers, chip-related shares outperform",Japan's Nikkei rose for a third straight day on Tuesday as investors tiptoed back into equities amid signs of a slight easing of trade tensions between the United States and China.
"AUGUST 19, 2019","Nikkei inches higher; Apple suppliers, chip-related shares outperform","Japanese shares edged up on Tuesday as investors tiptoed back into equities, amid signs of a slight easing of trade tensions between the United States and China and continued hopes for fresh stimulus moves by major economies."
"AUGUST 18, 2019","Apple CEO warns Trump about China tariffs, Samsung competition",President Donald Trump said on Sunday that he had spoken with Apple Inc's Chief Executive Tim Cook about the impact of U.S. tariffs on Chinese imports as well as competition from South Korean company Samsung Electronics Co Ltd.
"AUGUST 18, 2019",US STOCKS SNAPSHOT-Futures rise as Trump says he spoke with Apple CEO on tariffs,U.S. stock futures rose on Sunday after President Donald Trump said he had discussed the impact of U.S. tariffs on Chinese goods with Apple Chief Executive Tim Cook.
"AUGUST 18, 2019","Apple CEO warns Trump about China tariffs, Samsung competition",U.S. President Donald Trump said on Sunday that he has spoken with Apple Inc's Chief Executive Tim Cook about the impact of U.S. tariffs on Chinese imports as well as competition from South Korean company Samsung Electronics Co Ltd.
"AUGUST 16, 2019",Trump says he is having dinner Friday with Apple CEO Cook,"U.S. President Donald Trump said he was having dinner on Friday with Chief Executive Officer Tim Cook of Apple Inc, a company the president has criticized for not manufacturing more of its products in the United States."
"AUGUST 16, 2019",UPDATE 1-Trump says he is having dinner Friday with Apple CEO Cook,"U.S. President Donald Trump said he was having dinner on Friday with Chief Executive Officer Tim Cook of Apple Inc, a company the president has criticized for not manufacturing more of its products in the United States."
"AUGUST 15, 2019",Apple says it supports 2.4 million U.S. jobs,"Apple Inc said on Wednesday it was either directly or indirectly responsible for 2.4 million U.S. jobs, up 20% from the 2 million the technology company estimated in 2017."
"AUGUST 14, 2019",Japan shares rise sharply on Trump's tariff delay; Apple suppliers soar,"Japanese stocks on Wednesday recouped nearly all of the previous day's sharp losses, thanks to Washington delaying the start of tariffs on some Chinese imports."
"AUGUST 13, 2019",Japanese stocks rebound on Trump's tariff delay; Apple suppliers shine,"Japanese stocks bounced on Wednesday, after Washington delayed tariffs on some Chinese imports in much-needed reprieve for markets, with chipmaking sectors and Apple-related firms enjoying the tailwind the most."
"AUGUST 13, 2019",U.S. aviation regulator bans select MacBook Pro laptops from flights,"U.S. Federal Aviation Administration (FAA) has banned certain models of Apple Inc's <AAPL.O> MacBook Pro laptops on flights, after the company recalled select units which had batteries posing fire risks."
"AUGUST 13, 2019",UPDATE 2-Apple's AirPods will not escape Trump's China tariffs,"Apple Inc's AirPods, Apple Watch and HomePod, which have helped the company offset waning sales of its bestselling iPhone this year, are not included in a temporary reprieve on tariffs by the Trump administration and will face a 10% levy on Sept 1."
"AUGUST 13, 2019",Apple's AirPods will not escape Trump's China tariffs,"Apple Inc's <AAPL.O> AirPods, Apple Watch and HomePod, which have helped the company to offset waning sales of its bestselling iPhone this year, are not included in a temporary reprieve on tariffs by the Trump administration and will face a 10% levy on Sept 1."
"AUGUST 13, 2019",US STOCKS-Apple drives Wall Street higher as U.S. delays some tariffs,"* Indexes up: Dow 1.61%, S&P 1.68%, Nasdaq 2.00% (Updates prices to early afternoon)"
"AUGUST 13, 2019",US STOCKS-Apple leads Wall Street rally as U.S. delays on tariffs,"* Indexes up: Dow 1.59%, S&P 1.54%, Nasdaq 1.94% (Changes comment, updates prices)"
"AUGUST 13, 2019",US STOCKS-Apple leads Wall Street surge as U.S. delays on tariffs,"U.S. stocks surged almost 2% on Tuesday as the Trump administration said it would delay 10% tariffs on some Chinese products, including laptops and cell phones, driving a 5% surge in shares in iPhone maker Apple Inc."
"AUGUST 13, 2019",Apple-supplier Foxconn's second-quarter profit falls less than expected,"Taiwan's Foxconn <2317.TW>, which makes smartphones for Apple <AAPL.O> and other brands, reported a 2.5% fall in quarterly profit on Tuesday, a slightly smaller decline than analysts' expected."
"AUGUST 9, 2019",Apple supplier Japan Display's net worth negative after tenth quarterly loss,"Cash-strapped Japan Display Inc reported a tenth consecutive quarterly loss and a negative net worth, hit by weak iPhone sales at Apple Inc, increasing the urgency for the firm to close a proposed bailout with a Chinese group."
"AUGUST 9, 2019",Apple supplier Japan Display posts 10th straight quarter of net loss,"Cash-strapped Japan Display Inc reported on Friday its tenth consecutive quarterly loss, hit by weak iPhone sales at its biggest client Apple Inc ."
"AUGUST 8, 2019",Apple offers record 'bounty' to researchers who find iPhone security flaws,"Apple Inc is offering cyber security researchers up to $1 million to detect flaws in iPhones, the largest reward offered by a company to defend against hackers, at a time of rising concern about governments breaking into the mobile devices of dissidents, journalists and..."
"AUGUST 8, 2019",CORRECTED-Apple offers record 'bounty' to researchers who find iPhone security flaws,"Apple Inc is offering cyber security researchers up to $1 million to detect flaws in iPhones, the largest reward offered by a company to defend against hackers, at a time of rising concern about governments breaking into the mobile devices of dissidents, journalists and..."
"AUGUST 8, 2019",Study shows Apple devices in combo with apps could identify dementia,"Drugmaker Eli Lilly said on Thursday early results from a study suggest that Apple Inc devices, including the iPhone, in combination with digital apps could differentiate people with mild Alzheimer's disease dementia and those without symptoms."
"AUGUST 8, 2019",Study shows Apple devices in combo with apps could identify dementia,"Drugmaker Eli Lilly said initial results from a study suggest that Apple Inc devices, including the iPhone, in combination with digital apps could differentiate people with mild Alzheimer's disease dementia and those without symptoms."
"AUGUST 8, 2019",Apple faces investigation for suspected unfair competition in Russia,"Apple <AAPL.O> is under investigation in Russia following a complaint from cybersecurity company Kaspersky Lab and may be abusing its dominant market position, Russia's anti-monopoly watchdog said on Thursday."
"AUGUST 8, 2019",Apple under investigation for unfair competition in Russia,"Apple is under investigation in Russia following a complaint from cybersecurity company Kaspersky Lab and may be abusing its dominant position in smartphone apps, Russia's anti-monopoly watchdog said on Thursday."
"AUGUST 6, 2019","Apple, Goldman Sachs start issuing Apple Cards to consumers","Apple Inc and Goldman Sachs Group Inc rolled out a virtual credit card on Tuesday, which will help the iPhone maker diversify from device sales and also build out the Wall Street bank's new consumer business."
"AUGUST 6, 2019","Apple, Goldman Sachs start issuing Apple Cards to consumers","Apple Inc rolled out its virtual credit card on Tuesday, working with bank Goldman Sachs Group Inc on the new iPhone add-on that may help Apple diversify from device sales and build out the Wall Street bank's new consumer business."
"AUGUST 5, 2019",Japan's FTC investigating Apple over pressure on parts makers: Mainichi,"Japan's Fair Trade Commission is investigating Apple Inc <AAPL.O> over its pressure on Japanese parts makers and whether it abused its power in violation of antimonopoly rules, the Mainichi newspaper reported on Tuesday."
"AUGUST 5, 2019",Japan's FTC investigating Apple over pressure on parts makers - Mainichi,"Japan's Fair Trade Commission is investigating Apple Inc over its pressure on Japanese parts makers and whether it abused its position of power in violation of antimonopoly rules, the Mainichi newspaper reported on Tuesday."
"AUGUST 5, 2019",Goldman hopes to lure iBorrowers with Apple card launch,"Goldman Sachs Group Inc's credit card is expected to appear in Apple Inc stores as soon as this week, introducing another major touchpoint with affluent, tech-savvy consumers the Wall Street bank hopes to lure."
"AUGUST 2, 2019",Apple Card will not allow purchase of cryptocurrencies,"The Apple Inc <AAPL.O> credit card being launched with Goldman Sachs Group Inc <GS.N> will not allow the purchase of cryptocurrencies with the card, according to a customer agreement posted to Goldman's website on Friday."
"AUGUST 2, 2019",U.S. tariff threat may compound Apple's iPhone woes: BofA,"Apple Inc could see a hit to its annual earnings from U.S. President Donald Trump's newly proposed 10% tariff on Chinese imports from Sept. 1, analysts from Bank of America Merrill Lynch said on Friday."
"AUGUST 2, 2019","Apple, Google pause reviewing audio recordings from voice assistants","Apple Inc <AAPL.O> and Alphabet Inc's <GOOGL.O> Google have globally suspended reviewing recordings from users interacting with their voice assistants, as concerns over data privacy mount."
"AUGUST 2, 2019",U.S. tariff threat may compound Apple's iPhone woes - BofA,"Apple Inc could see a hit to its annual earnings from U.S. President Donald Trump's newly proposed 10% tariff on Chinese imports from September 1, analysts from Bank of America Merrill Lynch said on Friday."
"AUGUST 2, 2019",Apple halts Siri response grading program after privacy concerns,"Apple Inc said on Friday it suspended its global program where it analyzed recordings from users interacting with its voice assistant Siri, after some privacy concerns were raised about the program."
"AUGUST 2, 2019",Apple supplier Sharp tumbles as trade gloom offsets Vietnam plant plans,"Shares of Apple supplier Sharp Corp tumbled 14% on Friday given concerns about an escalating China-U.S. trade war, even as the Japanese firm said a day earlier that it would build a plant in Vietnam to ease any impact on its business."
"JULY 31, 2019",Digital audio patent case against Apple comes to likely end at Fed Circuit,"Apple Inc on Wednesday won an appeals court ruling that likely finishes off a patent infringement case brought against it in 2015 by a small technology licensing company represented by Caldwell Cassady Curry, the law firm that has obtained verdicts totaling more than $1..."
"JULY 31, 2019","Apple woos investors with China gain, market value nears $1 trillion","Apple Inc shares <AAPL.O> rose 4.4% on Wednesday, after the company calmed Wall Street nerves with an improvement in sales in China and as several brokerages predicted a boost from its services business and the launch of new iPhones in the second half of 2019."
"JULY 31, 2019",US STOCKS-Apple lifts Wall Street higher; Fed decision on the horizon,"* Indexes up: Dow 0.21%, S&P 500 0.03%, Nasdaq 0.08% (Updates to open)"
"JULY 31, 2019",US STOCKS-Wall St set to open higher on Apple bounce; Fed decision awaited,"* Futures up: Dow 0.29%, S&P 500 0.23%, Nasdaq 0.43% (Updates prices, adds comments)"
"JULY 31, 2019","Apple woos investors with China gain, market value nears $1 trillion","Shares of Apple Inc rose 4.2% on Wednesday, after the company calmed Wall Street nerves with an improvement in sales in China and as several brokerages predicted a boost from its services business and the launch of new iPhones in the second half of 2019."
"JULY 31, 2019",US STOCKS-Futures drift higher on Apple results; Fed rate decision awaited,"U.S. stock index futures edged higher on Wednesday, as trade worries eased after Apple reported upbeat earnings and forecast, while investors awaited an almost certain cut in interest rates by the Federal Reserve."
"JULY 30, 2019","Apple's services, wearables shore up results as iPhone drops below half of sales","Apple Inc <AAPL.O> iPhone sales dropped to less than half of quarterly revenue for the first time in seven years, but CEO Tim Cook on Tuesday described the change as successfully diversifying away from a single product and forecast results above Wall Street targets."
"JULY 30, 2019","Apple wants to make high-end computers in U.S., needs tariff relief - Cook",Apple Inc <AAPL.O> Chief Executive Tim Cook on Tuesday said that the desire to keep Mac Pro computer production in United States was behind the company's recent request for tariff exclusions.
"JULY 30, 2019","Apple wants to make high-end computers in U.S., needs tariff relief - Cook",Apple Inc Chief Executive Tim Cook on Tuesday said that the desire to keep Mac Pro computer production in United States was behind the company's recent request for tariff exclusions.
"JULY 30, 2019",Breakingviews - Tim Cook plays tortoise to Satya Nadella’s hare,"Two of America’s fabled technology giants have traded places, with Tim Cook’s Apple playing tortoise to the hare that is Satya Nadella’s Microsoft. This new drama could be on for an extended run."
"JULY 30, 2019",Apple revenue forecast tops expectations; iPhone trends stabilize,"Apple Inc's quarterly profit and revenue beat Wall Street targets on Tuesday and its forecast for fourth-quarter sales topped expectations as well, with Chief Executive Tim Cook telling Reuters that ""marked improvement in greater China"" drove the results."
"JULY 30, 2019",UPDATE 2-Dialog guidance tops expectations after Q2 beat confirmed,"* Fast charging, IoT product lines also growing (New throughout with CEO interview, analyst, detail)"
"JULY 30, 2019",Dialog sees Q3 revenues at $360-$400 million,Dialog Semiconductor forecast revenues of $360-$400 million in the third quarter after confirming a second-quarter profit beat thanks to a deal to transfer people and patents to iPhone maker Apple .
"JULY 26, 2019",U.S. to deny tariff relief for Apple Mac Pro parts from China: Trump,U.S. President Donald Trump on Friday said his administration would not grant Apple Inc any relief for tariffs on parts made in China for its Mac Pro computer and later added he thought the firm would build a plant in Texas.
"JULY 26, 2019",Trump says he expects Apple to announce it will build plant in Texas,U.S. President Donald Trump said on Friday he wanted Apple Inc <AAPL.O> to build its plants in the United States and expects the technology firm to announce it will build one in Texas.
"JULY 25, 2019",Apple pays $1 billion for Intel unit in push for chip independence,"Apple Inc took a major step toward supplying its own smartphone chips by purchasing the majority of Intel Corp's modem business in a deal valued at $1 billion, the companies said on Thursday."
"JULY 25, 2019",Apple to buy majority of Intel's modem chip business for $1 bln,"Apple Inc said on Thursday it would buy the majority of Intel Corp's smartphone modem business for $1 billion, months after the chipmaker announced plans to exit the 5G modem chip business."
"JULY 22, 2019",Apple in advanced talks to buy Intel's smartphone-modem chip business: WSJ,"Apple Inc <AAPL.O> is in advanced talks to buy chipmaker Intel Corp's <INTC.O> smartphone-modem chip business, the Wall Street Journal reported on Monday, citing people familiar with the matter."
"JULY 22, 2019",Apple in advanced talks to buy Intel's smartphone-modem chip business - WSJ,"Apple Inc is in advanced talks to buy chipmaker Intel Corp's smartphone-modem chip business, the Wall Street Journal reported on Monday, citing people familiar with the matter."
"JULY 19, 2019","World leaders, Apple CEO offer tributes to Japanese studio after attack","Tributes to the Japanese animation studio ravaged in a suspected arson attack lit up social media on Friday, with world leaders and Apple Inc's <AAPL.O> chief executive offering condolences to the families of the 33 people who were killed."
"JULY 17, 2019",Dialog Semiconductor raises second-quarter profit outlook,"Anglo-German chip designer Dialog Semiconductor on Wednesday raised its second-quarter earnings outlook, citing strong revenue and gains from a transfer of assets to iPhone maker Apple."
"JULY 11, 2019",Apple supplier Japan Display secures bailout after funding shortfall,Japan Display Inc said on Friday that a group led by Chinese investment firm Harvest Group had formally secured additional funding for a previously announced 80 billion yen ($738 million) bailout plan for the screen maker.
"JULY 11, 2019",Apple reinstates OurPact parental control app removed over privacy concerns,"Apple Inc this week restored a software application to its App Store that let parents control their children's iPhone usage after removing it in February, the company said on Thursday."
"JULY 10, 2019",Apple starts China app development program in services business push,Apple Inc <AAPL.O> has started a program in Shanghai to help Chinese developers create apps as part of the iPhone maker's efforts to build out its services business in one of its most critical overseas markets.
"JULY 9, 2019",Big Tech executives due on Capitol Hill next week for antitrust hearing,"Executives from Amazon.com Inc, Apple Inc, Facebook Inc and Alphabet's Google will testify before a House of Representatives congressional committee next week in a hearing to discuss the tremendous market power wielded by online platforms."
"JULY 9, 2019",VirnetX gets U.S. appeals court win in $440 million Apple patent case,Intellectual property licensing firm VirnetX Inc on Monday won an appeals court decision that brings it closer to collecting a $440 million judgment it won in its long-running patent fight with Apple Inc.
"JULY 9, 2019",Big tech execs headed to Capitol Hill for antitrust hearing next week,"Executives from Amazon.com Inc, Apple Inc, Facebook Inc and Alphabet's Google will testify before a House congressional committee next week in a hearing to discuss the tremendous market power wielded by online platforms."
"JULY 9, 2019","Apple's services revenue, China to power third quarter: analyst","Apple Inc <AAPL.O> will likely see a surge in services revenue in the third quarter, charged by app store developer revenue and renewed growth in China, critical areas for the future as the iPhone maker faces a maturing smartphone market, Evercore ISI said on Tuesday."
"JULY 8, 2019","Japan's Nikkei gains as yen retreats, tech shares tumble","Japan's Nikkei share average gained on Tuesday morning as a retreat in the yen helped to lift some exporters while Apple suppliers and other technology firms dropped, in step with Apple."
"JULY 9, 2019",VirnetX gets U.S. appeals court win in $440 million Apple patent case,Intellectual property licensing firm VirnetX Inc on Monday won an appeals court decision that brings it closer to collecting a $440 million judgment it won in its long-running patent fight with Apple Inc.
"JULY 8, 2019","US STOCKS SNAPSHOT-Wall Street drops as Apple slumps, Fed eyed",U.S. stocks fell on Monday as Apple Inc shares dropped following a broker downgrade and investors continued to weigh chances of an aggressive interest rate cut by the Federal Reserve later this month.
"JULY 8, 2019","US STOCKS-Wall St slips with Apple, as hopes of sharp rate cut fade","* Indexes down: Dow 0.5%, S&P 0.6%, Nasdaq 0.8% (Updates to late afternoon)"
"JULY 8, 2019","US STOCKS SNAPSHOT-Wall St opens lower as Apple slips, hopes of sharp rate cut fade",U.S. stocks fell at the open on Monday as Apple Inc shares dropped and investors scaled back bets of an aggressive interest rate cut by the Federal Reserve later this month following a solid June jobs report.
"JULY 2, 2019",Irish regulator opens third privacy probe into Apple,"Apple's <AAPL.O> main regulator in the European Union, Ireland's Data Protection Commissioner (DPC), has opened a third privacy investigation into the iPhone maker over the last few weeks, a spokesman for the DPC said on Tuesday."
"JULY 1, 2019",Ireland invests disputed Apple taxes in low-risk bonds,"Ireland's debt agency has invested disputed taxes collected from Apple <AAPL.O> in low risk, highly rated euro-dominated fixed income securities, mainly short to medium-term sovereign and quasi-sovereign bonds, it said in an annual report."
"JULY 1, 2019","Ireland invests disputed Apple taxes in low risk, highly rated bonds","Ireland's debt agency has invested disputed taxes collected from Apple in low risk, highly rated euro-dominated fixed income securities, predominantly short to medium-term sovereign and quasi-sovereign bonds, it said in its annual report."
"JUNE 28, 2019",Apple moves Mac Pro production to China from U.S.: Wall Street Journal,"Apple Inc <AAPL.O> is shifting manufacturing of its new Mac Pro desktop computer to China from the United States, the Wall Street Journal reported on Friday, citing people familiar with the matter."
"JUNE 28, 2019",Apple moves Mac Pro production to China from U.S. -WSJ,"Apple Inc is shifting the manufacturing of its new Mac Pro computer to China from the United States as trade tensions between the two nations escalate, the Wall Street Journal reported on Friday, citing people familiar with the matter."
"JUNE 27, 2019","Apple design chief Jony Ive, Steve Jobs' confidant, to leave and start own firm","Jony Ive, a close creative collaborator with Apple Inc co-founder Steve Jobs whose iPhone and other designs fueled Apple's rise to a $1 trillion company, will leave later this year to form an independent design company."
"JUNE 26, 2019",Japan Display to receive $100 million investment from Apple as part of bailout deal,"Japan Display Inc <6740.T> said on Friday it would receive a $100 million investment from a customer, which a source said was Apple Inc <AAPL.O>, as part of a bailout deal led by a Chinese investment firm for the smartphone screen maker."
"JUNE 27, 2019","Apple Music hits more than 60 million subscribers, trailing Spotify","Apple Inc on Thursday confirmed than the company's streaming music service has more than 60 million subscribers, trailing rival Spotify Technology SA's 100 million premium subscribers."
"JUNE 27, 2019",Jony Ive to leave Apple to form own design company,Apple Inc said on Thursday its Chief Design Officer Jony Ive will leave the iPhone maker later this year to form an independent design company which will count Apple among its primary clients.
"JUNE 25, 2019",Apple buys self-driving car startup Drive.ai,Apple Inc on Tuesday confirmed that it has acquired self-driving shuttle firm Drive.ai.
"JUNE 24, 2019",Apple says it collects fee on less than 1% of Spotify users,"Music streaming service Spotify Technology SA pays Apple Inc a 15% fee on about 680,000 of its 100 million premium customers, Apple disclosed in a response to Spotify's complaint with European antitrust regulators."
"JUNE 20, 2019",FTC objects to Qualcomm submission of Apple documents in antitrust case,The U.S. Federal Trade Commission on Thursday objected to a move by mobile chip supplier Qualcomm Inc to introduce internal Apple Inc documents in its fight to stop the enforcement of a May antitrust ruling.
"JUNE 20, 2019","Apple, Keurig Dr Pepper, Dollar Tree, Fitbit press U.S. to drop China tariff plan","Apple Inc, Keurig Dr Pepper Inc, Dollar Tree Inc and Fitbit Inc have joined other companies in filing letters of opposition to a Trump administration plan for more U.S. tariffs on Chinese goods, including iPhones, MacBooks, and single-serve coffee brewers."
"JUNE 20, 2019",Apple recalls certain older MacBook Pro units,"Apple Inc said on Thursday it would recall a limited number of 15-inch MacBook Pro units as their batteries are susceptible to overheating and pose a ""fire safety risk""."
"JUNE 19, 2019",Apple explores moving 15-30% of production capacity from China: Nikkei,"Apple Inc has asked its major suppliers to assess the cost implications of moving 15%-30% of their production capacity from China to Southeast Asia as it prepares for a restructuring of its supply chain, according to a Nikkei Asian Review report on Wednesday."
"JUNE 17, 2019",Judge sanctions plaintiffs' lawyers in Apple iPhone throttling case,A federal judge has declined Apple Inc's request to disqualify lawyers at Cotchett Pitre & McCarthy from representing consumers in a proposed class action alleging Apple slowed down aging iPhones as a sanction for improperly disclosing confidential documents in court.
"JUNE 14, 2019",Japan Display says has not received notice about Chinese investment,"Apple Inc supplier Japan Display Inc said on Friday it had not received notice from a Chinese-Taiwanese consortium about a potential 80 billion yen ($740 million) investment, raising the possibility of a critical delay in much-needed cash."
"JUNE 13, 2019",Trump talks trade with Apple CEO Cook as China dispute looms,U.S. President Donald Trump met with Apple CEO Tim Cook on Thursday to discuss trade and other hot-button issues facing the tech company as Trump deliberates whether to make good on his threat to hike tariffs on imports from China.
"JUNE 13, 2019",Trump talks trade with Apple CEO Cook as China dispute looms,"U.S. President Donald Trump met with Apple CEO Tim Cook on Thursday to discuss trade, U.S. investment, immigration and privacy, a White House spokesman said."
"JUNE 11, 2019",Apple cancels plans for second data center in Denmark,Apple Inc said on Tuesday it had decided to cancel plans for a second data center in Denmark and the company will expand its other site in the country instead.
"JUNE 11, 2019",Foxconn has enough capacity outside China to meet Apple's U.S. demand,"Foxconn, the world's top contract electronics assembler, said it had enough capacity outside China to meet Apple's demand in the American market if the need should arise for the iPhone maker to adjust its production lines due to the U.S.-China trade war."
"JUNE 4, 2019",Apple CEO Cook says he doesn't see China targeting Apple in U.S.-China trade dispute,Apple Inc Chief Executive Officer Tim Cook said China has not targeted the company as a result of the U.S.-China trade dispute and he does not anticipate it will.
"JUNE 4, 2019","Apple asks developers to place its login button above Google, Facebook","Apple Inc will ask developers to position a new ""Sign on with Apple"" button in iPhone and iPad apps above rival buttons from Alphabet Inc's Google and Facebook Inc, according to design guidelines released this week."
"JUNE 4, 2019","CORRECTED-Apple asks developers to place its login button above Google, Facebook","Apple Inc will ask developers to position a new ""Sign on with Apple"" button in iPhone and iPad apps above rival buttons from Alphabet Inc's Google and Facebook Inc, according to design guidelines released this week."
"JUNE 4, 2019",Developers sue Apple over App Store practices,"Two app developers on Tuesday sued Apple Inc over its App Store practices, making claims similar to those in a lawsuit brought by consumers that the U.S. Supreme Court recently allowed to proceed."
"JUNE 4, 2019","Apple CEO says U.S. scrutiny 'fair,' but rejects idea company is a monopoly",Apple Inc Chief Executive Tim Cook denied that the company is a monopoly as the U.S. government gears up for a potentially unprecedented probe into whether the iPhone maker and other technology giants are misusing their massive market power.
"JUNE 3, 2019","Apple touts privacy in web sign-on war with Facebook, Google","Apple Inc on Monday launched a ""Sign In With Apple"" function to rival Facebook and Google web login accounts, drawing a contrast with rivals by stressing protection of users' information."
"JUNE 3, 2019",Factbox: Apple software developer conference highlights 2019,Apple Inc executives introduced app developers to hardware and software improvements at its Worldwide Developer's Conference 2019 on Monday. Here are some highlights:
"JUNE 3, 2019",Exclusive: U.S. Justice Dept considering Apple probe - sources,"The U.S. Justice Department has jurisdiction for a potential probe of Apple Inc as part of a broader review of whether technology giants are using their size to act in an anti-competitive manner, two sources told Reuters."
"JUNE 3, 2019",EU wants to hear from Apple over Spotify complaint,"EU regulators will decide what steps to take regarding Spotify's complaint about Apple once they get a response from the iPhone maker, Europe's antitrust chief said on Monday."
"JUNE 3, 2019",Apple to debut developer tools aimed at increasing apps for Macs,"Apple Inc is expected to give software makers new tools to make it easier to adapt their iPad and iPhone apps for its Mac laptops on Monday at its annual developer conference in San Jose, California."
"MAY 30, 2019","Japan Display gets debt relief, says consortium to formalize bailout","Japan Display Inc said on Thursday a Chinese-Taiwanese consortium will formalize its decision to invest in it by June 14, after client Apple Inc agreed to wait for money owed and a government-backed fund offered to waive debt."
"MAY 29, 2019",Apple defends App Store amid mounting criticism,Apple Inc on Wednesday publicly defended its App Store from mounting criticism over its treatment of rivals in a new blog post detailing its functions and guidelines.
"MAY 26, 2019",Huawei founder says he would oppose Chinese retaliation against Apple: Bloomberg,Huawei Technologies' founder and Chief Executive Ren Zhengfei told Bloomberg https://bloom.bg/2HT7DUY that retaliation by Beijing against Apple Inc was unlikely and that he would oppose any such move from China against the iPhone maker.
"MAY 24, 2019","Apple, Samsung beat NPE's appeal on data-transfer tech patents","Apple and Samsung on Thursday defeated appeals by German patent-monetization firm Papst Licensing in litigation over data-transfer features incorporated into the companies’ smart phones, tablets and other devices."
"MAY 22, 2019",Apple more upfront with iPhone users on battery health: UK watchdog,"Britain's competition watchdog said on Wednesday that Apple Inc has committed to be ""clearer and more upfront"" with iPhone users about battery health and performance, after the regulator looked into consumer concerns on the matter."
"MAY 22, 2019","UK's CMA says Apple agrees to be ""more upfront"" with iPhone users on battery health","Britain's competition watchdog said on Wednesday that Apple Inc has committed to be ""clearer and more upfront"" with iPhone users about battery health and performance, after the regulator looked into consumer concerns on the matter."
"MAY 21, 2019",Apple expands keyboard repairs to newer models of MacBook,"Apple Inc said on Tuesday it will repair typing-related problems in 'butterfly' keyboards for an expanded set of laptops, that include newer versions of MacBook, MacBook Air and MacBook Pro models."
"MAY 15, 2019",Big U.S. hedge funds regain ardor for FAANGs in first quarter: filings,"Some of the biggest, highest-profile U.S. hedge fund investors and money managers fell back in love with FAANGs in the first quarter, according to regulatory filings released on Wednesday."
"MAY 14, 2019","Apple supplier Japan Display mulling cutting around 1,000 jobs - Nikkei","Apple Inc supplier Japan Display Inc is considering slashing about 1,000 jobs, or about a fifth of its parent-only workforce, as it eyes a bailout from a Chinese-Taiwanese consortium, the Nikkei business daily reported on Wednesday."
"MAY 13, 2019","In setback for Apple, U.S. Supreme Court lets App Store antitrust suit proceed","A divided U.S. Supreme Court on Monday gave the go-ahead to an antitrust lawsuit accusing Apple Inc of forcing consumers to overpay for iPhone software applications, a decision that could lead to billions of dollars in damages and put at risk the company's lucrative way..."
"MAY 13, 2019",Apple revamps its TV app ahead of streaming service launch,"Apple Inc on Monday rolled out a new television-watching app for its devices and some Internet-connected TVs, an effort to gain more revenue from reselling other companies' programming and, later this year, its own original shows."
"MAY 13, 2019",Oberstes US-Gericht läßt Sammelklage gegen Apple zu,"Das oberste US-Gericht hat den Weg für eine Sammelklage von Apple-Kunden gegen den iPhone-Hersteller freigemacht. Das Supreme Court in Washington bestätigte am Montag die Entscheidung einer niedrigeren Instanz, die Sammelklage zuzulassen. Die Kläger werfen Apple vor, den..."
"MAY 10, 2019",Apple wins dismissal of Texas lawyer's FaceTime eavesdropping lawsuit,A federal judge has dismissed a lawsuit from a Texas lawyer who claimed a widely-publicized security flaw in the FaceTime group video chat software on Apple Inc's iPhones allowed someone to eavesdrop on a deposition.
"MAY 9, 2019","In win for EFF, patent firm Uniloc forced to unseal records in Apple case","A federal judge has ordered patent holding company Uniloc to unseal information about how it licenses its intellectual property, handing a victory to advocates for transparency at the Electronic Frontier Foundation."
"MAY 9, 2019","Japan's Sharp to miss mid-term target, laments impact of Sino-U.S. trade","Japan's Sharp Corp, an Apple Inc supplier, said on Thursday it would not meet its mid-term profit target in the current fiscal year after a shift in focus, and that a U.S.-China trade war is impacting its relationship with clients."
"MAY 9, 2019",UPDATE 1-Dialog Semi sees revenue growth resuming as China slump fades,* Margin lift from deal to transfer people and patents to Apple
"MAY 9, 2019","Japan's Sharp sees 18 pct profit increase, but misses target","Japan's Sharp Corp, an Apple Inc supplier, said on Thursday it expects its operating profit to rise 18.8 percent this year, but well below its target."
"MAY 7, 2019",Apple teams up with SAP to help clients develop iPhone business apps,Business software maker SAP and Apple are teaming up to help clients develop their own mobile business applications using Apple's machine-learning technology.
"MAY 2, 2019",Breakingviews - Viewsroom: Apple versus Alphabet,Both Silicon Valley giants are looking for the next big thing after a slowdown in their main product – iPhone sales at Apple and online ads at Alphabet. Lower expectations mean Tim Cook’s outfit has more time to act. Plus: Activist Dan Loeb puts Sony back under the microscope...
